Journal Name,ISSN,EISSN,IF,Best Quartile,Quartiles,Eigen Factor,MIF,Column1
Annual Review of Psychology,0066-4308,1545-2085,24.8,Q1,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI (Q1)",0.01326,2.4,
Annual Review of Public Health,0163-7525,1545-2093,20.8,Q1,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q1)",0.01248,3.05,
Annual Review of Resource Economics,1941-1340,1941-1359,5.8,Q1,ECONOMICS - SSCI (Q1); ENVIRONMENTAL STUDIES - SSCI (Q1),0.00349,2.65,
Annual Review of Sociology,0360-0572,1545-2115,10.5,Q1,SOCIOLOGY - SSCI (Q1),0.00867,2.1,
Anthropocene Review,2053-0196,2053-020X,2.8,Q3,ENVIRONMENTAL STUDIES - SSCI (Q3),0.00113,3.2,
Anthropological Forum,0066-4677,1469-2902,1,Q3,ANTHROPOLOGY - SSCI (Q3),0.00028,1.2,
Anthropological Notebooks,1408-032X,N/A,0.4,Q4,ANTHROPOLOGY - SSCI (Q4),0.0001,1.2,
ANTHROPOLOGICAL QUARTERLY,0003-5491,1534-1518,0.9,Q3,ANTHROPOLOGY - SSCI (Q3),0.001,1.2,
Anthropological Theory,1463-4996,1741-2641,1.7,Q2,ANTHROPOLOGY - SSCI (Q2),0.00172,1.2,
ANTHROPOLOGIE,0003-5521,1873-5827,0.5,Q4,ANTHROPOLOGY - SSCI (Q4),0.0005,1.2,
ANTHROPOLOGISCHER ANZEIGER,0003-5548,0003-5548,0.5,Q4,ANTHROPOLOGY - SSCI (Q4),0.00018,1.2,
ANTHROPOLOGY & EDUCATION QUARTERLY,0161-7761,1548-1492,1.3,Q2,ANTHROPOLOGY - SSCI (Q2); EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q4),0.0009,1.8,
Anthropology & Medicine,1364-8470,1469-2910,1.8,Q2,"ANTHROPOLOGY - SSCI (Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q4); SOCIAL SCIENCES, BIOMEDICAL - SSCI (Q3)",0.0008,2.15,
Anthropology Southern Africa,2332-3256,2332-3264,0.6,Q3,ANTHROPOLOGY - SSCI (Q3),0.00026,1.2,
ANTHROPOS,0257-9774,N/A,0.1,Q4,ANTHROPOLOGY - SSCI (Q4),4.00E-05,1.2,
ANTHROPOZOOLOGICA,0761-3032,2107-0881,0.3,Q4,ANTHROPOLOGY - SSCI (Q4),0.00027,1.2,
ANTHROZOOS,0892-7936,1753-0377,1.6,Q3,SOCIOLOGY - SSCI (Q3),0.00097,2.1,
ANTIPODE,0066-4812,1467-8330,5,Q1,GEOGRAPHY - SSCI (Q1),0.00927,2.4,
ANTIQUITY,0003-598X,1745-1744,1.8,Q2,ANTHROPOLOGY - SSCI (Q2),0.0052,1.2,
Anuario De Psicologia Juridica,1133-0740,2174-0542,0.9,Q3,"LAW - SSCI (Q3); PSYCHOLOGY, MULTIDISCIPLINARY - SSCI (Q4)",0.00016,1.85,
ANXIETY STRESS AND COPING,1061-5806,1477-2205,3.7,Q2,"PSYCHIATRY - SSCI (Q2); PSYCHOLOGY, MULTIDISCIPLINARY - SSCI (Q2)",0.003,2.88,
AORN JOURNAL,0001-2092,1878-0369,0.9,Q4,NURSING - SSCI (Q4),0.0008,2,
APHASIOLOGY,0268-7038,1464-5041,2,Q2,LINGUISTICS - SSCI (Q2); REHABILITATION - SSCI (Q2),0.00223,1.57,
APPLIED COGNITIVE PSYCHOLOGY,0888-4080,1099-0720,2.4,Q2,"PSYCHOLOGY, EXPERIMENTAL - SSCI (Q2)",0.00387,2.4,
Applied Developmental Science,1088-8691,1532-480X,3.8,Q1,"PSYCHOLOGY, DEVELOPMENTAL - SSCI (Q1)",0.00172,2.6,
Applied Economic Analysis,N/A,2632-7627,2.3,Q2,ECONOMICS - SSCI (Q2),0.00016,2.1,
Applied Economic Perspectives and Policy,2040-5790,2040-5804,5.8,Q1,ECONOMICS - SSCI (Q1),0.00351,2.1,
APPLIED ECONOMICS,0003-6846,1466-4283,2.2,Q2,ECONOMICS - SSCI (Q2),0.00935,2.1,
APPLIED ECONOMICS LETTERS,1350-4851,1466-4291,1.6,Q3,ECONOMICS - SSCI (Q3),0.0053,2.1,
APPLIED ERGONOMICS,0003-6870,1872-9126,3.2,Q2,"ERGONOMICS - SSCI (Q2); PSYCHOLOGY, APPLIED - SSCI (Q2)",0.00839,3.2,
APPLIED GEOGRAPHY,0143-6228,1873-7730,4.9,Q1,GEOGRAPHY - SSCI (Q1),0.00728,2.4,
Applied Health Economics and Health Policy,1175-5652,1179-1896,3.6,Q2,ECONOMICS - SSCI (Q2); HEALTH POLICY & SERVICES - SSCI (Q2),0.00364,2.45,
APPLIED LINGUISTICS,0142-6001,1477-450X,3.6,Q1,LINGUISTICS - SSCI (Q1),0.00444,1.2,
Applied Linguistics Review,1868-6303,1868-6311,2.6,Q1,LINGUISTICS - SSCI (Q1),0.00151,1.2,
APPLIED MEASUREMENT IN EDUCATION,0895-7347,1532-4818,1.5,Q4,"EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q4); PSYCHOLOGY, EDUCATIONAL - SSCI (Q4); PSYCHOLOGY, MATHEMATICAL - SSCI (Q4)",0.00101,2.47,
APPLIED NURSING RESEARCH,0897-1897,1532-8201,2.2,Q2,NURSING - SSCI (Q2),0.00257,2,
APPLIED PSYCHOLINGUISTICS,0142-7164,1469-1817,2.1,Q1,"LINGUISTICS - SSCI (Q1); PSYCHOLOGY, EXPERIMENTAL - SSCI (Q3)",0.002,1.8,
APPLIED PSYCHOLOGICAL MEASUREMENT,0146-6216,1552-3497,1.2,Q4,"PSYCHOLOGY, MATHEMATICAL - SSCI (Q4); SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI (Q4)",0.00219,2.1,
APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,0269-994X,1464-0597,7.2,Q1,"PSYCHOLOGY, APPLIED - SSCI (Q1)",0.00408,3.2,
Applied Psychology-Health and Well Being,1758-0846,1758-0854,6.9,Q1,"PSYCHOLOGY, APPLIED - SSCI (Q1)",0.00329,3.2,
APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,1090-0586,1573-3270,3,Q2,"PSYCHOLOGY, CLINICAL - SSCI (Q2)",0.00097,2.8,
Applied Research in Quality of Life,1871-2584,1871-2576,3.4,Q1,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI (Q1)",0.00288,1.9,
Applied Spatial Analysis and Policy,1874-463X,1874-4621,1.9,Q3,ENVIRONMENTAL STUDIES - SSCI (Q4); GEOGRAPHY - SSCI (Q3); REGIONAL & URBAN PLANNING - SSCI (Q4),0.00076,2.9,
Archaeological and Anthropological Sciences,1866-9557,1866-9565,2.2,Q1,ANTHROPOLOGY - SSCI (Q1),0.00743,1.2,
ARCHAEOLOGY IN OCEANIA,0728-4896,1834-4453,0.9,Q3,ANTHROPOLOGY - SSCI (Q3),0.00031,1.2,
Archive for the Psychology of Religion-Archiv fur Religionspsychologie,0084-6724,1573-6121,1.3,Q4,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI (Q4)",0.00032,2.4,
ARCHIVES EUROPEENNES DE SOCIOLOGIE,0003-9756,1474-0583,1.4,Q3,SOCIOLOGY - SSCI (Q3),0.00059,2.1,
ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,0887-6177,1873-5843,2.6,Q3,"PSYCHOLOGY, CLINICAL - SSCI (Q3)",0.004,2.8,
ARCHIVES OF NATURAL HISTORY,0260-9541,1755-6260,0.2,Q4,HISTORY & PHILOSOPHY OF SCIENCE - SSCI (Q4),4.00E-05,0.75,
ARCHIVES OF PSYCHIATRIC NURSING,0883-9417,1532-8228,2.3,Q2,NURSING - SSCI (Q2); PSYCHIATRY - SSCI (Q3),0.00253,2.67,
Archives of Public Health,0778-7367,2049-3258,3.3,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q2)",0.00394,3.05,
ARCHIVES OF SEXUAL BEHAVIOR,0004-0002,1573-2800,3.8,Q1,"PSYCHOLOGY, CLINICAL - SSCI (Q2); SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI (Q1)",0.01179,2.35,
ARCHIVES OF SUICIDE RESEARCH,1381-1118,1543-6136,2.8,Q2,"PSYCHIATRY - SSCI (Q3); PSYCHOLOGY, MULTIDISCIPLINARY - SSCI (Q2)",0.00365,2.88,
ARCTIC ANTHROPOLOGY,0066-6939,1933-8139,0.5,Q4,ANTHROPOLOGY - SSCI (Q4),0.00013,1.2,
AREA,0004-0894,1475-4762,2.2,Q3,GEOGRAPHY - SSCI (Q3),0.00342,2.4,
Argumenta Oeconomica,1233-5835,2720-5088,0.5,Q4,ECONOMICS - SSCI (Q4),0.00011,2.1,
Argumentation,0920-427X,1572-8374,1.2,Q2,COMMUNICATION - SSCI (Q4); LINGUISTICS - SSCI (Q2),0.00071,1.9,
ARMED FORCES & SOCIETY,0095-327X,1556-0848,1.4,Q3,POLITICAL SCIENCE - SSCI (Q3); SOCIOLOGY - SSCI (Q3),0.00124,2,
Artificial Intelligence and Law,0924-8463,1572-8382,4.1,Q1,LAW - SSCI (Q1),0.00089,1.3,
Arts & Health,1753-3015,1753-3023,1.4,Q4,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q4)",0.00049,3.05,
ARTS IN PSYCHOTHERAPY,0197-4556,1873-5878,1.8,Q3,"PSYCHOLOGY, CLINICAL - SSCI (Q3); REHABILITATION - SSCI (Q3)",0.00097,2.38,
Asia & the Pacific Policy Studies,2050-2680,2050-2680,1.9,Q1,AREA STUDIES - SSCI (Q1),0.00092,1,
Asia Europe Journal,1610-2932,1612-1031,1.6,Q3,INTERNATIONAL RELATIONS - SSCI (Q3),0.00081,1.8,
Asia Pacific Business Review,1360-2381,1743-792X,2.9,Q3,BUSINESS - SSCI (Q3); MANAGEMENT - SSCI (Q3),0.0008,4.8,
Asia Pacific Education Review,1598-1037,1876-407X,2.3,Q3,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q3),0.00122,2.4,
Asia Pacific Journal of Anthropology,1444-2213,1740-9314,0.6,Q3,ANTHROPOLOGY - SSCI (Q3),0.00037,1.2,
Asia Pacific Journal of Education,0218-8791,1742-6855,1.7,Q3,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q3),0.00124,2.4,
Asia Pacific Journal of Human Resources,1038-4111,1744-7941,3.2,Q2,INDUSTRIAL RELATIONS & LABOR - SSCI (Q2); MANAGEMENT - SSCI (Q3),0.00108,3.7,
Asia Pacific Journal of Management,0217-4561,1572-9958,5.4,Q2,MANAGEMENT - SSCI (Q2),0.00299,4.8,
Asia Pacific Journal of Marketing and Logistics,1355-5855,1758-4248,3.7,Q3,BUSINESS - SSCI (Q3),0.00234,4.8,
ASIA PACIFIC JOURNAL OF SOCIAL WORK AND DEVELOPMENT,0218-5385,2165-0993,2,Q2,SOCIAL WORK - SSCI (Q2),0.00044,1.8,
Asia Pacific Journal of Tourism Research,1094-1665,1741-6507,5,Q2,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI (Q2)",0.00295,3.6,
Asia Pacific Law Review,1019-2557,1875-8444,0.5,Q4,LAW - SSCI (Q4),0.00017,1.3,
Asia Pacific Viewpoint,1360-7456,1467-8373,2.1,Q1,AREA STUDIES - SSCI (Q1); GEOGRAPHY - SSCI (Q3),0.00111,1.7,
Asian American Journal of Psychology,1948-1985,1948-1993,1.5,Q3,"ETHNIC STUDIES - SSCI (Q3); PSYCHOLOGY, MULTIDISCIPLINARY - SSCI (Q3)",0.00137,2.15,
Asian and Pacific Migration Journal,0117-1968,2057-049X,0.9,Q4,DEMOGRAPHY - SSCI (Q4),0.00037,2.2,
Asian Business & Management,1472-4782,1476-9328,3.9,Q3,BUSINESS - SSCI (Q3); MANAGEMENT - SSCI (Q3),0.00077,4.8,
Asian Economic Journal,1351-3958,1467-8381,1.3,Q3,ECONOMICS - SSCI (Q3),0.00024,2.1,
Asian Economic Papers,1535-3516,1536-0083,9.7,Q1,ECONOMICS - SSCI (Q1),0.00103,2.1,
Asian Economic Policy Review,1832-8105,1748-3131,3.9,Q1,ECONOMICS - SSCI (Q1),0.00044,2.1,
Asian Journal of Communication,0129-2986,1742-0911,2.6,Q2,COMMUNICATION - SSCI (Q2),0.00123,2.6,
Asian Journal of Criminology,1871-0131,1871-014X,1.9,Q2,CRIMINOLOGY & PENOLOGY - SSCI (Q2),0.00051,1.8,
ASIAN JOURNAL OF SOCIAL PSYCHOLOGY,1367-2223,1467-839X,2.4,Q3,"PSYCHOLOGY, SOCIAL - SSCI (Q3)",0.00122,2.7,
Asian Journal of Social Science,1568-4849,1568-5314,0.6,Q4,"AREA STUDIES - SSCI (Q4); SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI (Q4)",0.00026,1.45,
Asian Journal of Technology Innovation,1976-1597,2158-6721,2.5,Q2,BUSINESS - SSCI (Q4); ECONOMICS - SSCI (Q2),0.00036,3.45,
ASIAN JOURNAL OF WOMENS STUDIES,1225-9276,2377-004X,0.9,Q3,WOMENS STUDIES - SSCI (Q3),0.00048,1.6,
Asian Journal of WTO & International Health Law and Policy,1819-5164,N/A,0.5,Q4,HEALTH POLICY & SERVICES - SSCI (Q4); INTERNATIONAL RELATIONS - SSCI (Q4); LAW - SSCI (Q4),0.00013,1.97,
Asian Nursing Research,1976-1317,2093-7482,2.2,Q2,NURSING - SSCI (Q2),0.00113,2,
Asian Perspective,0258-9184,0258-9184,1,Q4,INTERNATIONAL RELATIONS - SSCI (Q4),0.00046,1.8,
Asian Population Studies,1744-1730,1744-1749,1.4,Q4,DEMOGRAPHY - SSCI (Q4),0.00043,2.2,
Asian Studies Review,1035-7823,1467-8403,1.2,Q2,AREA STUDIES - SSCI (Q2); CULTURAL STUDIES - SSCI (Q2),0.00111,1,
ASIAN SURVEY,0004-4687,1533-838X,0.9,Q3,AREA STUDIES - SSCI (Q3),0.00088,1,
Asian Women,1225-925X,2586-5714,0.5,Q4,WOMENS STUDIES - SSCI (Q4),0.00015,1.6,
Asian-Pacific Economic Literature,0818-9935,1467-8411,1,Q4,ECONOMICS - SSCI (Q4),0.00013,2.1,
Asia-Pacific Education Researcher,0119-5646,2243-7908,3.3,Q2,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q2),0.00178,2.4,
Asia-Pacific Journal of Accounting & Economics,1608-1625,2164-2257,1.1,Q4,"BUSINESS, FINANCE - SSCI (Q4); ECONOMICS - SSCI (Q4)",0.00049,2.45,
Asia-Pacific Journal of Financial Studies,2041-9945,2041-6156,1.5,Q4,"BUSINESS, FINANCE - SSCI (Q4)",0.00056,2.8,
Asia-Pacific Journal of Oncology Nursing,2347-5625,2349-6673,1.8,Q3,NURSING - SSCI (Q3),0.00146,2,
Asia-Pacific Journal of Public Health,1010-5395,1941-2479,2.5,Q3,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q3)",0.00221,3.05,
Asia-Pacific Journal of Teacher Education,1359-866X,1469-2945,2.6,Q2,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q2),0.00112,2.4,
Asia-Pacific Psychiatry,1758-5864,1758-5872,3.5,Q2,PSYCHIATRY - SSCI (Q2),0.00112,3.35,
Aslib Journal of Information Management,2050-3806,1758-3748,2.6,Q3,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI (Q3),0.00113,2.8,
Assessing Writing,1075-2935,1873-5916,3.9,Q1,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q1); LINGUISTICS - SSCI (Q1),0.00166,1.8,
ASSESSMENT,1073-1911,1552-3489,3.8,Q2,"PSYCHOLOGY, CLINICAL - SSCI (Q2)",0.00883,2.8,
Assessment & Evaluation in Higher Education,0260-2938,1469-297X,4.4,Q1,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q1),0.00537,2.4,
Assessment in Education-Principles Policy & Practice,0969-594X,1465-329X,3.2,Q2,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q2),0.0014,2.4,
Assistenza Infermieristica e Ricerca,1592-5986,2038-1778,1.1,Q4,NURSING - SSCI (Q4),0.0001,2,
ASSISTIVE TECHNOLOGY,1040-0435,1949-3614,1.8,Q3,REHABILITATION - SSCI (Q3),0.00095,1.95,
Astin Bulletin-The Journal of the International Actuarial Association,0515-0361,1783-1350,1.9,Q2,"ECONOMICS - SSCI (Q3); SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI (Q2)",0.00145,1.95,
Atlantis-Journal of the Spanish Association of Anglo-American Studies,0210-6124,1989-6840,0.4,Q4,LINGUISTICS - SSCI (Q4),0.00039,1.2,
ATTACHMENT & HUMAN DEVELOPMENT,1461-6734,1469-2988,3.2,Q2,"PSYCHOLOGY, DEVELOPMENTAL - SSCI (Q2)",0.00197,2.6,
Attention Perception & Psychophysics,1943-3921,1943-393X,1.7,Q4,"PSYCHOLOGY, EXPERIMENTAL - SSCI (Q4)",0.0077,2.4,
AUDITING-A JOURNAL OF PRACTICE & THEORY,0278-0380,1558-7991,2.8,Q2,"BUSINESS, FINANCE - SSCI (Q2)",0.00191,2.8,
Augmentative and Alternative Communication,0743-4618,1477-3848,2,Q2,REHABILITATION - SSCI (Q2),0.00075,1.95,
Australasian Emergency Care,N/A,2588-994X,1.8,Q3,NURSING - SSCI (Q3),0.00062,2,
Australasian Journal of Early Childhood,1836-9391,1839-5961,1.8,Q3,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q3),0.00053,2.4,
Australasian Journal of Educational Technology,1449-3098,1449-5554,4.1,Q1,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q1),0.00216,2.4,
Australasian Journal of Environmental Management,1448-6563,2159-5356,1.4,Q4,ENVIRONMENTAL STUDIES - SSCI (Q4),0.00042,3.2,
AUSTRALASIAN JOURNAL ON AGEING,1440-6381,1741-6612,1.6,Q4,GERONTOLOGY - SSCI (Q4),0.00179,2.7,
Australasian Psychiatry,1039-8562,1440-1665,1.8,Q4,PSYCHIATRY - SSCI (Q4),0.00257,3.35,
Australian Accounting Review,1035-6908,1835-2561,3.4,Q2,"BUSINESS, FINANCE - SSCI (Q2)",0.00076,2.8,
AUSTRALIAN AND NEW ZEALAND JOURNAL OF CRIMINOLOGY,0004-8658,1837-9273,2.7,Q1,CRIMINOLOGY & PENOLOGY - SSCI (Q1),0.0009,1.8,
Australian and New Zealand Journal of Family Therapy,0814-723X,1467-8438,0.7,Q4,FAMILY STUDIES - SSCI (Q4),0.00031,2.2,
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY,0004-8674,1440-1614,4.6,Q2,PSYCHIATRY - SSCI (Q2),0.00842,3.35,
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH,1326-0200,1753-6405,3.5,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q2)",0.00404,3.05,
AUSTRALIAN ARCHAEOLOGY,0312-2417,2470-0363,1.1,Q3,ANTHROPOLOGY - SSCI (Q3),0.00032,1.2,
Australian Critical Care,1036-7314,1878-1721,3.3,Q1,NURSING - SSCI (Q1),0.00229,2,
AUSTRALIAN ECONOMIC HISTORY REVIEW,0004-8992,1467-8446,0.5,Q4,ECONOMICS - SSCI (Q4); HISTORY OF SOCIAL SCIENCES - SSCI (Q4),0.00023,1.45,
AUSTRALIAN ECONOMIC PAPERS,0004-900X,1467-8454,1.9,Q3,ECONOMICS - SSCI (Q3),0.00032,2.1,
Australian Economic Review,0004-9018,1467-8462,1,Q4,ECONOMICS - SSCI (Q4),0.00048,2.1,
AUSTRALIAN EDUCATIONAL RESEARCHER,0311-6999,2210-5328,2.1,Q3,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q3),0.00182,2.4,
AUSTRALIAN FEMINIST STUDIES,0816-4649,1465-3303,0.7,Q4,WOMENS STUDIES - SSCI (Q4),0.00078,1.6,
AUSTRALIAN GEOGRAPHER,0004-9182,1465-3311,2.4,Q2,GEOGRAPHY - SSCI (Q2),0.00093,2.4,
Australian Health Review,0156-5788,1449-8944,1.8,Q4,HEALTH POLICY & SERVICES - SSCI (Q4),0.00253,2.8,
Australian Journal of Adult Learning,1443-1394,N/A,0.4,Q4,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q4),0.00022,2.4,
Australian Journal of Advanced Nursing,0813-0531,1447-4328,1.4,Q4,NURSING - SSCI (Q4),0.00021,2,
AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,1364-985X,1467-8489,3.2,Q2,ECONOMICS - SSCI (Q2),0.0011,2.1,
Australian Journal of Anthropology,1035-8811,1757-6547,0.8,Q3,ANTHROPOLOGY - SSCI (Q3),0.00042,1.2,
AUSTRALIAN JOURNAL OF EDUCATION,0004-9441,2050-5884,1.3,Q4,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q4),0.00053,2.4,
AUSTRALIAN JOURNAL OF INTERNATIONAL AFFAIRS,1035-7718,1465-332X,1.5,Q3,INTERNATIONAL RELATIONS - SSCI (Q3),0.00125,1.8,
Australian Journal of Linguistics,0726-8602,1469-2996,0.4,Q4,LINGUISTICS - SSCI (Q4),0.0002,1.2,
AUSTRALIAN JOURNAL OF MANAGEMENT,0312-8962,1327-2020,4.8,Q2,BUSINESS - SSCI (Q3); MANAGEMENT - SSCI (Q2),0.00113,4.8,
AUSTRALIAN JOURNAL OF POLITICAL SCIENCE,1036-1146,1363-030X,1.2,Q3,POLITICAL SCIENCE - SSCI (Q3),0.00087,1.9,
AUSTRALIAN JOURNAL OF POLITICS AND HISTORY,0004-9522,1467-8497,0.8,Q1,HISTORY - SSCI (Q1); POLITICAL SCIENCE - SSCI (Q4),0.00068,1.25,
Australian Journal of Primary Health,1448-7527,1836-7399,1.3,Q4,"HEALTH POLICY & SERVICES - SSCI (Q4); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q4)",0.00123,2.92,
AUSTRALIAN JOURNAL OF PSYCHOLOGY,0004-9530,1742-9536,2.7,Q2,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI (Q2)",0.00132,2.4,
AUSTRALIAN JOURNAL OF PUBLIC ADMINISTRATION,0313-6647,1467-8500,2.2,Q3,PUBLIC ADMINISTRATION - SSCI (Q3),0.00132,2.8,
Australian Journal of Rural Health,1038-5282,1440-1584,1.8,Q3,"NURSING - SSCI (Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q4)",0.0012,2.52,
AUSTRALIAN JOURNAL OF SOCIAL ISSUES,0157-6321,1839-4655,2.5,Q2,SOCIAL ISSUES - SSCI (Q2),0.00106,2.3,
AUSTRALIAN PSYCHOLOGIST,0005-0067,1742-9544,1.9,Q3,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI (Q3)",0.00155,2.4,
Australian Social Work,0312-407X,1447-0748,1.8,Q2,SOCIAL WORK - SSCI (Q2),0.00113,1.8,
Austrian History Yearbook,0067-2378,1558-5255,0.4,Q3,HISTORY - SSCI (Q3),0.0002,0.6,
Austrian Journal of Political Science,2313-5433,2313-5433,0.9,Q4,POLITICAL SCIENCE - SSCI (Q4),0.00011,1.9,
AUTISM,1362-3613,1461-7005,5.2,Q1,"PSYCHOLOGY, DEVELOPMENTAL - SSCI (Q1)",0.01321,2.6,
Autism Research,1939-3792,1939-3806,4.7,Q1,"PSYCHOLOGY, DEVELOPMENTAL - SSCI (Q1)",0.01182,2.6,
Ayer,1134-2277,2255-5838,0.2,Q4,HISTORY - SSCI (Q4),0.00087,0.6,
B E Journal of Economic Analysis & Policy,2194-6108,1935-1682,0.9,Q4,ECONOMICS - SSCI (Q4),0.00064,2.1,
B E Journal of Macroeconomics,2194-6116,1935-1690,0.5,Q4,ECONOMICS - SSCI (Q4),0.0004,2.1,
B E Journal of Theoretical Economics,2194-6124,1935-1704,0.4,Q4,ECONOMICS - SSCI (Q4),0.00039,2.1,
Babel-Revue Internationale de la Traduction-International Journal of Translation,0521-9744,1569-9668,0.3,Q4,LINGUISTICS - SSCI (Q4),0.00032,1.2,
Baltic Journal of Economics,1406-099X,2334-4385,1.1,Q4,ECONOMICS - SSCI (Q4),0.00011,2.1,
Baltic Journal of Management,1746-5265,1746-5273,3.1,Q3,MANAGEMENT - SSCI (Q3),0.00074,4.8,
Bariatric Surgical Practice and Patient Care,2168-023X,2168-0248,0.3,Q4,NURSING - SSCI (Q4),0.00022,2,
BASIC AND APPLIED SOCIAL PSYCHOLOGY,0197-3533,1532-4834,2.4,Q3,"PSYCHOLOGY, SOCIAL - SSCI (Q3)",0.00143,2.7,
BEHAVIOR GENETICS,0001-8244,1573-3297,2.6,Q2,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI (Q2)",0.002,2.4,
BEHAVIOR MODIFICATION,0145-4455,1552-4167,2.3,Q3,"PSYCHOLOGY, CLINICAL - SSCI (Q3)",0.00242,2.8,
Behavior Research Methods,1554-351X,1554-3528,5.4,Q1,"PSYCHOLOGY, EXPERIMENTAL - SSCI (Q1); PSYCHOLOGY, MATHEMATICAL - SSCI (Q1)",0.02428,2.4,
BEHAVIOR THERAPY,0005-7894,1878-1888,3.7,Q2,"PSYCHIATRY - SSCI (Q2); PSYCHOLOGY, CLINICAL - SSCI (Q2)",0.00517,3.08,
BEHAVIORAL AND BRAIN SCIENCES,0140-525X,1469-1825,29.3,Q1,"PSYCHOLOGY, BIOLOGICAL - SSCI (Q1)",0.00587,2.5,
BEHAVIORAL DISORDERS,0198-7429,2163-5307,1.7,Q3,"EDUCATION, SPECIAL - SSCI (Q3); PSYCHOLOGY, CLINICAL - SSCI (Q4); PSYCHOLOGY, EDUCATIONAL - SSCI (Q4)",0.0008,2.47,
BEHAVIORAL INTERVENTIONS,1072-0847,1099-078X,1,Q4,"PSYCHOLOGY, CLINICAL - SSCI (Q4)",0.00088,2.8,
BEHAVIORAL MEDICINE,0896-4289,1940-4026,2.3,Q3,PSYCHIATRY - SSCI (Q3),0.00227,3.35,
Behavioral Psychology-Psicologia Conductual,1132-9483,1132-9483,1.1,Q4,"PSYCHOLOGY, CLINICAL - SSCI (Q4)",0.00025,2.8,
Behavioral Sciences,N/A,2076-328X,2.6,Q2,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI (Q2)",0.00478,2.4,
BEHAVIORAL SCIENCES & THE LAW,0735-3936,1099-0798,1.4,Q2,"LAW - SSCI (Q2); PSYCHOLOGY, APPLIED - SSCI (Q4)",0.0013,2.25,
BEHAVIOUR & INFORMATION TECHNOLOGY,0144-929X,1362-3001,3.7,Q2,ERGONOMICS - SSCI (Q2),0.00409,3.2,
BEHAVIOUR CHANGE,0813-4839,2049-7768,1.1,Q4,"PSYCHOLOGY, CLINICAL - SSCI (Q4)",0.00042,2.8,
BEHAVIOUR RESEARCH AND THERAPY,0005-7967,1873-622X,4.1,Q1,"PSYCHOLOGY, CLINICAL - SSCI (Q1)",0.01054,2.8,
BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,1352-4658,1469-1833,1.8,Q3,"PSYCHOLOGY, CLINICAL - SSCI (Q3)",0.00175,2.8,
Behavioural Processes,0376-6357,1872-8308,1.3,Q4,"PSYCHOLOGY, BIOLOGICAL - SSCI (Q4)",0.00436,2.5,
Berichte zur Wissenschaftsgeschichte,0170-6233,1522-2365,0.6,Q3,HISTORY & PHILOSOPHY OF SCIENCE - SSCI (Q3),0.00034,0.75,
