Q,Rank,CS,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,Column1,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Column2,Normalized Eigenfactor,Column3
Q1,144,,FUNGAL DIVERSITY,FUNGAL DIVERS,1560-2745,"4,577",15.386,12.091,,12.096,4.350,20,6.8,7.9,0.006930,3.520,75.00,98.276,,0.84591,
Q1,145,,COORDINATION CHEMISTRY REVIEWS,COORDIN CHEM REV,0010-8545,"36,207",15.367,14.743,,14.614,7.748,274,7.0,6.5,0.036770,2.981,6.57,98.889,,4.48604,
Q1,146,,Molecular Cancer,MOL CANCER,****-****,"15,448",15.302,14.860,,10.478,4.297,175,4.5,4.8,0.023990,2.116,60.57,97.296,,2.92765,
Q1,147,,TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,1364-6613,"27,705",15.218,14.796,,19.023,3.058,69,10.0,7.0,0.036050,8.349,0.00,98.416,,4.39855,
Q1,147,,TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,1364-6613,"27,705",15.218,14.796,,19.023,3.058,69,10.0,7.0,0.036050,8.349,0.00,98.416,,4.39855,
Q1,149,,PROGRESS IN LIPID RESEARCH,PROG LIPID RES,0163-7827,"6,139",15.083,14.750,,13.063,3.080,25,9.5,8.8,0.005730,3.576,0.00,98.793,,0.69964,
Q1,150,,Journal of Extracellular Vesicles,J EXTRACELL VESICLES,****-****,"4,809",14.976,13.774,,Not Available,2.077,65,4.5,5.3,0.012280,Not Available,93.85,94.103,,1.49877,
Q1,151,,PSYCHOTHERAPY AND PSYCHOSOMATICS,PSYCHOTHER PSYCHOSOM,0033-3190,"4,275",14.864,12.091,,14.050,3.826,23,7.7,6.4,0.006480,4.281,73.91,97.338,,0.79143,
Q1,151,,PSYCHOTHERAPY AND PSYCHOSOMATICS,PSYCHOTHER PSYCHOSOM,0033-3190,"4,275",14.864,12.091,,14.050,3.826,23,7.7,6.4,0.006480,4.281,73.91,97.338,,0.79143,
Q1,153,,PROGRESS IN RETINAL AND EYE RESEARCH,PROG RETIN EYE RES,1350-9462,"7,056",14.860,14.105,,14.384,3.390,41,7.5,9.1,0.010040,4.188,0.00,99.167,,1.22564,
Q1,154,,Annual Review of Condensed Matter Physics,ANNU REV CONDEN MA P,1947-5454,"3,172",14.833,14.667,,19.652,7.273,22,4.9,8.6,0.012170,10.476,0.00,92.029,,1.48474,
Q1,155,,Lancet HIV,LANCET HIV,2352-3018,"3,301",14.813,13.946,,14.176,3.254,71,2.7,4.0,0.018090,6.636,74.65,97.769,,2.20809,
Q1,156,,Lancet Gastroenterology & Hepatology,LANCET GASTROENTEROL,****-****,"2,858",14.789,14.373,,14.930,4.129,70,2.2,4.7,0.012550,5.779,75.71,94.886,,1.53131,
Q1,156,,Physics of Life Reviews,PHYS LIFE REV,1571-0645,"1,627",14.789,13.368,,13.821,7.387,31,4.8,8.8,0.003150,4.466,0.00,99.379,,0.38525,
Q1,158,,TRENDS IN ECOLOGY & EVOLUTION,TRENDS ECOL EVOL,0169-5347,"38,175",14.764,14.257,,18.601,3.690,84,12.2,6.3,0.032330,7.152,0.00,99.097,,3.94439,
Q1,159,,TRENDS IN BIOCHEMICAL SCIENCES,TRENDS BIOCHEM SCI,0968-0004,"18,416",14.732,14.507,,17.932,3.458,72,9.7,6.1,0.032060,7.492,0.00,97.811,,3.91241,
Q1,160,,Advances in Optics and Photonics,ADV OPT PHOTONICS,1943-8206,"2,806",14.690,14.621,,21.591,2.500,12,5.7,7.8,0.005300,6.362,58.33,98.454,,0.64679,
Q1,161,,HEPATOLOGY,HEPATOLOGY,0270-9139,"65,758",14.679,14.104,,13.663,4.350,331,8.4,6.3,0.091460,4.439,91.24,93.750,,11.15919,
Q1,162,,Annual Review of Cell and Developmental Biology,ANNU REV CELL DEV BI,1081-0706,"10,057",14.667,14.500,,19.766,0.552,29,10.5,7.6,0.016730,9.675,0.00,96.185,,2.04175,
Q1,163,,ENDOCRINE REVIEWS,ENDOCR REV,0163-769X,"13,717",14.661,14.407,,19.795,4.364,55,12.9,9.2,0.009320,5.814,0.00,96.853,,1.13752,
Q1,164,,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,J AM CHEM SOC,0002-7863,"556,233",14.612,13.621,,14.549,2.915,"2,507",8.8,6.5,0.628830,3.993,97.97,92.938,,76.71829,
Q1,165,,ACS Nano,ACS NANO,1936-0851,"166,989",14.588,13.984,,15.211,2.117,"1,380",5.2,5.4,0.319510,3.917,98.04,92.823,,38.98058,
Q1,166,,JOURNAL OF PINEAL RESEARCH,J PINEAL RES,0742-3098,"10,537",14.528,13.099,,11.895,2.653,72,6.5,7.7,0.009430,1.907,94.44,97.136,,1.15152,
Q1,167,,CIRCULATION RESEARCH,CIRC RES,0009-7330,"51,539",14.467,13.908,,15.627,3.784,190,9.2,6.5,0.071470,5.027,90.00,97.486,,8.71957,
Q1,168,,INTERNATIONAL MATERIALS REVIEWS,INT MATER REV,0950-6608,"5,950",14.429,14.371,,17.692,6.938,16,9.6,9.7,0.004770,4.159,0.00,94.427,,0.58304,
Q1,169,,TRENDS IN PLANT SCIENCE,TRENDS PLANT SCI,1360-1385,"23,935",14.416,14.127,,15.727,3.289,83,9.6,5.5,0.025050,4.758,0.00,99.359,,3.05621,
Q1,170,,NEURON,NEURON,0896-6273,"95,056",14.415,13.737,,15.998,3.547,311,8.7,7.6,0.199640,8.274,84.24,97.970,,24.35647,
Q1,171,,TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,0167-7799,"17,028",14.343,14.072,,15.157,5.357,84,7.8,4.1,0.018360,3.797,0.00,98.397,,2.24020,
Q1,172,,International Review of Sport and Exercise Psychology,INT REV SPORT EXER P,1750-984X,"1,058",14.333,14.190,,8.446,4.000,12,6.1,10.4,0.001520,2.151,0.00,99.256,,0.18552,
Q1,173,,ACTA NEUROPATHOLOGICA,ACTA NEUROPATHOL,0001-6322,"21,908",14.251,13.639,,16.291,3.880,108,7.1,6.5,0.040740,5.836,79.63,97.988,,4.97145,
Q1,174,,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,0002-953X,"41,967",14.119,13.692,,14.542,5.222,81,14.1,6.7,0.034380,5.769,88.89,96.953,,4.19496,
Q1,174,,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,0002-953X,"41,967",14.119,13.692,,14.542,5.222,81,14.1,6.7,0.034380,5.769,88.89,96.953,,4.19496,
Q1,176,,Annual Review of Ecology Evolution and Systematics,ANNU REV ECOL EVOL S,1543-592X,"20,714",14.041,13.898,,16.881,0.440,25,17.4,9.3,0.011520,7.244,0.00,98.054,,1.40608,
Q1,177,,JAMA Pediatrics,JAMA PEDIATR,2168-6203,"9,795",13.946,13.430,,13.138,4.226,106,3.7,6.0,0.045070,5.776,82.08,99.609,,5.49905,
Q1,178,,IMMUNOLOGICAL REVIEWS,IMMUNOL REV,0105-2896,"15,973",13.939,13.856,,11.867,1.952,84,8.1,7.9,0.026690,4.315,0.00,96.519,,3.25678,
Q1,179,,FEMS MICROBIOLOGY REVIEWS,FEMS MICROBIOL REV,0168-6445,"13,478",13.920,13.830,,15.636,2.394,33,9.5,8.2,0.016240,5.316,0.00,96.667,,1.98172,
Q1,180,,Annual Review of Entomology,ANNU REV ENTOMOL,0066-4170,"13,151",13.796,13.648,,16.669,4.762,21,14.3,10.6,0.009440,5.381,0.00,99.505,,1.15215,
Q1,181,,Light-Science & Applications,LIGHT-SCI APPL,2047-7538,"7,659",13.714,13.349,,15.005,2.496,113,3.2,5.6,0.024490,4.380,95.58,97.423,,2.98872,
Q1,182,,Annual Review of Clinical Psychology,ANNU REV CLIN PSYCHO,1548-5943,"6,126",13.692,13.615,,18.029,3.304,23,7.9,8.2,0.009570,7.364,95.65,97.536,,1.16846,
Q1,182,,Annual Review of Clinical Psychology,ANNU REV CLIN PSYCHO,1548-5943,"6,126",13.692,13.615,,18.029,3.304,23,7.9,8.2,0.009570,7.364,95.65,97.536,,1.16846,
Q1,184,,Information Fusion,INFORM FUSION,1566-2535,"6,409",13.669,12.256,,10.694,4.908,153,3.3,6.2,0.011200,2.322,96.73,99.217,,1.36657,
Q1,185,,Journal of Statistical Software,J STAT SOFTW,1548-7660,"25,372",13.642,13.558,,21.629,0.769,52,7.3,9.6,0.053040,9.861,100.00,99.569,,6.47103,
Q1,186,,JAMA Surgery,JAMA SURG,2168-6254,"8,471",13.625,13.090,,11.130,3.463,121,3.3,6.5,0.038280,4.679,89.26,99.762,,4.67101,
Q1,187,,JAMA Neurology,JAMA NEUROL,2168-6149,"10,471",13.608,13.313,,12.135,3.692,133,3.6,6.3,0.043110,4.789,86.47,97.794,,5.25973,
Q1,188,,MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT,MMWR-MORBID MORTAL W,0149-2195,"26,879",13.606,13.249,,11.691,3.524,212,4.4,3.8,0.091650,5.268,100.00,97.668,,11.18193,
Q1,189,,IEEE Industrial Electronics Magazine,IEEE IND ELECTRON M,1932-4529,"1,801",13.593,13.037,,14.708,0.300,20,5.5,5.0,0.003820,4.210,100.00,99.060,,0.46696,
Q1,190,,Nature Geoscience,NAT GEOSCI,1752-0894,"26,563",13.566,13.292,,16.103,3.883,154,6.3,7.8,0.068150,7.284,99.35,99.750,,8.31448,
Q1,191,,TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,0966-842X,"13,604",13.546,13.434,,13.537,3.842,76,8.2,5.7,0.022780,4.800,0.00,96.700,,2.78035,
Q1,192,,TRENDS IN PHARMACOLOGICAL SCIENCES,TRENDS PHARMACOL SCI,0165-6147,"13,034",13.503,13.421,,13.398,2.765,68,8.3,4.9,0.017780,3.946,0.00,99.074,,2.16988,
Q1,193,,MALACOLOGIA,MALACOLOGIA,0076-2997,967,13.500,13.375,,3.286,0.182,11,17.4,16.4,0.000730,1.040,100.00,99.702,,0.08975,
Q1,194,,Signal Transduction and Targeted Therapy,SIGNAL TRANSDUCT TAR,2095-9907,"1,182",13.493,13.239,,13.195,0.791,43,2.4,5.7,0.003380,3.081,62.79,95.107,,0.41290,
Q1,195,,Science Immunology,SCI IMMUNOL,2470-9468,"2,516",13.440,13.216,,13.408,3.397,73,2.2,6.8,0.015070,7.064,91.78,95.886,,1.83904,
Q1,196,,TRENDS IN IMMUNOLOGY,TRENDS IMMUNOL,1471-4906,"13,037",13.422,13.252,,14.923,2.905,74,7.2,4.9,0.025020,5.647,0.00,95.253,,3.05354,
Q1,197,,PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,PROG PART NUCL PHYS,0146-6410,"3,733",13.421,12.860,,11.940,5.421,38,7.0,9.7,0.006740,4.603,0.00,96.098,,0.82245,
Q1,198,,Journal of Thoracic Oncology,J THORAC ONCOL,1556-0864,"18,136",13.357,12.317,,10.089,3.608,186,4.5,4.1,0.038200,2.825,91.94,95.895,,4.66150,
Q1,199,,ADVANCED DRUG DELIVERY REVIEWS,ADV DRUG DELIVER REV,0169-409X,"36,796",13.300,12.963,,15.551,3.628,145,8.1,7.5,0.033170,3.462,0.00,98.704,,4.04787,
Q1,200,,Nature Plants,NAT PLANTS,2055-026X,"5,923",13.256,12.961,,14.576,3.000,127,2.9,7.1,0.027680,5.769,93.70,98.932,,3.37715,
Q1,201,,Science Advances,SCI ADV,2375-2548,"36,380",13.116,12.936,,14.094,2.059,"1,238",2.5,7.3,0.172060,5.683,98.63,95.070,,20.99148,
Q1,202,,IEEE Geoscience and Remote Sensing Magazine,IEEE GEOSC REM SEN M,****-****,"1,304",13.000,12.529,,9.907,0.875,24,3.7,7.0,0.003670,2.996,70.83,97.847,,0.44774,
Q1,203,,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,ANGEW CHEM INT EDIT,1433-7851,"351,229",12.959,11.986,,12.659,3.882,"2,697",5.9,5.6,0.549980,3.303,93.92,91.808,,67.09792,
Q1,204,,TRENDS IN NEUROSCIENCES,TRENDS NEUROSCI,0166-2236,"20,011",12.891,12.791,,13.136,3.000,64,12.2,6.2,0.021220,5.303,0.00,97.232,,2.58965,
Q1,205,,Kidney International Supplements,KIDNEY INT SUPPL,2157-1724,"2,001",12.818,12.773,,9.821,6.000,1,7.1,Not Available,0.002190,3.104,100.00,97.059,,0.26776,
Q1,206,,JAMA Cardiology,JAMA CARDIOL,2380-6583,"4,740",12.794,12.460,,12.275,3.317,120,2.3,5.3,0.030110,6.756,90.00,96.014,,3.67383,
Q1,207,,JACC-Cardiovascular Imaging,JACC-CARDIOVASC IMAG,1936-878X,"10,110",12.740,10.539,,11.462,5.259,158,4.4,5.7,0.027550,4.365,82.91,97.457,,3.36182,
Q1,208,,ACS Central Science,ACS CENTRAL SCI,2374-7943,"6,666",12.685,12.363,,13.180,3.120,184,2.4,6.0,0.026810,4.597,100.00,91.243,,3.27145,
Q1,209,,HUMAN REPRODUCTION UPDATE,HUM REPROD UPDATE,1355-4786,"9,679",12.684,12.418,,14.480,3.154,39,8.5,8.0,0.012610,4.400,0.00,98.833,,1.53871,
Q1,210,,Annual Review of Phytopathology,ANNU REV PHYTOPATHOL,0066-4286,"8,104",12.623,12.453,,13.878,0.478,23,12.7,7.8,0.007610,4.604,0.00,98.504,,0.92917,
Q1,211,,Nature Chemical Biology,NAT CHEM BIOL,1552-4450,"22,084",12.587,12.330,,13.824,3.569,137,6.2,7.2,0.060130,6.384,97.08,96.801,,7.33662,
Q1,212,,Physical Review X,PHYS REV X,2160-3308,"16,532",12.577,12.189,,12.666,3.923,235,3.4,7.1,0.087020,6.358,100.00,94.706,,10.61700,
Q1,213,,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,MICROBIOL MOL BIOL R,1092-2172,"12,348",12.568,12.514,,18.504,2.000,15,12.9,9.5,0.009120,6.178,0.00,95.185,,1.11350,
Q1,214,,Annual Review of Neuroscience,ANNU REV NEUROSCI,0147-006X,"13,215",12.547,12.472,,16.364,2.130,23,13.6,8.0,0.012740,8.554,0.00,96.863,,1.55484,
Q1,215,,Nature Ecology & Evolution,NAT ECOL EVOL,2397-334X,"6,172",12.541,12.292,,12.559,3.514,175,2.0,7.5,0.031360,5.621,93.14,96.756,,3.82706,
Q1,216,,Annual Review of Materials Research,ANNU REV MATER RES,1531-7331,"8,346",12.531,12.438,,19.955,2.267,15,10.6,7.0,0.006810,6.067,0.00,94.108,,0.83181,
Q1,217,,MOLECULAR PSYCHIATRY,MOL PSYCHIATR,1359-4184,"22,227",12.384,12.080,,12.455,6.876,129,5.3,7.1,0.054730,4.712,62.79,96.470,,6.67724,
Q1,218,,ACS Catalysis,ACS CATAL,2155-5435,"70,712",12.350,11.592,,12.741,2.397,"1,155",3.4,6.5,0.172250,3.005,96.88,92.767,,21.01537,
Q1,219,,EUROPEAN RESPIRATORY JOURNAL,EUR RESPIR J,0903-1936,"38,531",12.339,11.218,,11.706,4.858,232,7.7,5.8,0.063010,3.945,91.38,94.531,,7.68792,
Q1,220,,Ocular Surface,OCUL SURF,1542-0124,"2,919",12.336,10.729,,9.241,0.948,97,3.2,7.8,0.005910,2.403,75.26,97.500,,0.72170,
Q1,221,,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,PERS SOC PSYCHOL REV,1088-8683,"6,712",12.321,12.286,,14.513,5.133,15,12.5,11.3,0.007030,6.963,80.00,99.219,,0.85809,
Q1,222,,Materials Horizons,MATER HORIZ,2051-6347,"6,332",12.319,11.965,,13.233,3.337,193,2.8,5.4,0.017390,3.211,84.97,92.234,,2.12182,
Q1,223,,Nature Human Behaviour,NAT HUM BEHAV,2397-3374,"2,457",12.282,12.029,,12.316,2.643,115,2.0,8.4,0.014190,6.461,93.04,96.021,,1.73180,
Q1,223,,Nature Human Behaviour,NAT HUM BEHAV,2397-3374,"2,457",12.282,12.029,,12.316,2.643,115,2.0,8.4,0.014190,6.461,93.04,96.021,,1.73180,
Q1,225,,Nano-Micro Letters,NANO-MICRO LETT,2311-6706,"3,393",12.264,11.442,,10.439,3.038,104,2.6,3.2,0.005780,1.797,74.04,92.586,,0.70597,
Q1,226,,Small Methods,SMALL METHODS,2366-9608,"3,528",12.130,11.584,,12.130,3.442,181,1.7,4.1,0.008950,2.978,67.40,91.375,,1.09196,
Q1,227,,Nature Communications,NAT COMMUN,2041-1723,"312,599",12.121,11.756,,13.610,2.187,"5,469",3.6,6.9,1.259510,5.267,99.54,92.254,,153.66093,
Q1,228,,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,RENEW SUST ENERG REV,1364-0321,"105,054",12.110,11.511,,12.348,2.645,639,4.2,5.6,0.156960,2.129,43.04,96.488,,19.14958,
Q1,229,,BIOLOGICAL PSYCHIATRY,BIOL PSYCHIAT,0006-3223,"44,016",12.095,11.715,,12.069,3.378,172,9.9,7.0,0.053910,4.504,86.63,95.781,,6.57810,
Q1,230,,Molecular Plant,MOL PLANT,1674-2052,"11,432",12.084,11.607,,12.744,2.942,103,4.8,7.3,0.028530,4.193,93.20,97.102,,3.48136,
Q1,231,,Nature Sustainability,NAT SUSTAIN,2398-9629,"1,423",12.080,11.414,,12.092,3.119,118,1.3,5.5,0.005070,4.622,89.83,97.196,,0.61950,
Q1,231,,Nature Sustainability,NAT SUSTAIN,2398-9629,"1,423",12.080,11.414,,12.092,3.119,118,1.3,5.5,0.005070,4.622,89.83,97.196,,0.61950,
Q1,233,,BRITISH JOURNAL OF SPORTS MEDICINE,BRIT J SPORT MED,0306-3674,"23,370",12.022,10.869,,10.481,3.687,166,6.1,6.6,0.039890,3.021,50.00,99.412,,4.86710,
Q1,234,,NATURAL PRODUCT REPORTS,NAT PROD REP,0265-0568,"11,239",12.000,11.550,,11.666,4.800,65,8.3,7.5,0.013610,3.309,0.00,98.031,,1.66161,
Q1,235,,BASIC RESEARCH IN CARDIOLOGY,BASIC RES CARDIOL,0300-8428,"4,704",11.981,11.349,,7.434,2.388,49,6.2,7.6,0.006380,1.745,83.67,94.565,,0.77943,
Q1,236,,NATURE STRUCTURAL & MOLECULAR BIOLOGY,NAT STRUCT MOL BIOL,1545-9993,"27,178",11.980,11.781,,12.263,3.025,121,8.8,6.7,0.056800,6.954,91.74,95.302,,6.93073,
Q1,237,,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,J PHOTOCH PHOTOBIO C,1389-5567,"4,113",11.952,11.714,,14.441,2.318,22,7.5,5.7,0.003590,2.791,31.82,91.509,,0.43854,
Q1,238,,Academy of Management Annals,ACAD MANAG ANN,1941-6520,"4,250",11.865,11.673,,17.833,1.565,23,6.8,11.7,0.009530,7.869,73.91,99.725,,1.16367,
Q1,239,,JOURNAL OF CLINICAL INVESTIGATION,J CLIN INVEST,0021-9738,"109,020",11.864,11.724,,13.393,3.028,394,11.5,7.1,0.125830,5.229,88.58,98.188,,15.35199,
Q1,240,,JOURNAL OF EXPERIMENTAL MEDICINE,J EXP MED,0022-1007,"63,562",11.743,11.553,,11.984,3.264,163,13.5,7.0,0.067350,5.557,91.41,96.042,,8.21736,
Q1,241,,Annual Review of Biophysics,ANNU REV BIOPHYS,1936-122X,"3,014",11.685,11.648,,11.375,3.130,23,6.6,8.7,0.007430,5.663,0.00,96.479,,0.90720,
Q1,242,,TRENDS IN ENDOCRINOLOGY AND METABOLISM,TRENDS ENDOCRIN MET,1043-2760,"9,712",11.641,11.539,,12.065,1.472,72,7.1,5.8,0.016490,3.854,0.00,95.455,,2.01279,
Q1,243,,EUROPEAN JOURNAL OF HEART FAILURE,EUR J HEART FAIL,1388-9842,"12,784",11.627,9.824,,9.361,4.452,126,5.2,4.8,0.028700,3.257,91.27,93.841,,3.50234,
Q1,244,,Microbiome,MICROBIOME,2049-2618,"7,321",11.607,11.267,,12.160,1.589,151,2.6,6.2,0.028720,4.137,95.36,94.444,,3.50503,
Q1,245,,JNCI-Journal of the National Cancer Institute,JNCI-J NATL CANCER I,0027-8874,"36,018",11.577,11.397,,11.641,3.787,136,11.8,6.3,0.045450,4.819,88.97,95.287,,5.54572,
Q1,246,,Nature Astronomy,NAT ASTRON,2397-3366,"3,020",11.518,11.156,,11.676,4.839,124,1.7,6.8,0.012650,4.843,91.94,94.853,,1.54433,
Q1,247,,Bone Research,BONE RES,2095-4700,"1,679",11.508,11.277,,10.637,1.063,32,3.2,7.6,0.004080,2.397,71.88,94.828,,0.49854,
Q1,248,,NUCLEIC ACIDS RESEARCH,NUCLEIC ACIDS RES,0305-1048,"201,649",11.501,10.840,,11.797,4.184,"1,215",7.2,7.7,0.403470,4.723,100.00,95.118,,49.22392,
Q1,249,,Small,SMALL,1613-6810,"60,569",11.459,11.048,,10.611,2.217,972,4.1,4.5,0.111140,2.382,90.95,91.017,,13.55923,
Q1,250,,SIAM REVIEW,SIAM REV,0036-1445,"9,060",11.431,11.392,,9.649,0.708,24,16.5,13.4,0.008660,6.023,95.83,99.808,,1.05764,
Q1,251,,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,IEEE J SEL AREA COMM,0733-8716,"20,101",11.420,11.115,,9.803,1.789,190,5.4,4.3,0.040050,2.881,100.00,98.509,,4.88698,
Q1,252,,IEEE WIRELESS COMMUNICATIONS,IEEE WIREL COMMUN,1536-1284,"8,140",11.391,11.164,,10.352,2.256,133,4.1,3.0,0.016970,2.749,100.00,98.406,,2.07114,
Q1,253,,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,CATAL REV,0161-4940,"3,469",11.389,11.389,,10.265,1.846,13,18.3,8.5,0.001150,1.869,0.00,90.252,,0.14110,
Q1,254,,QUARTERLY JOURNAL OF ECONOMICS,Q J ECON,0033-5533,"29,587",11.375,11.125,,16.095,2.625,40,18.7,8.5,0.055780,22.091,100.00,99.865,,6.80594,
Q1,255,,IEEE SIGNAL PROCESSING MAGAZINE,IEEE SIGNAL PROC MAG,1053-5888,"11,566",11.350,11.039,,11.510,0.788,52,8.5,5.2,0.015810,4.350,94.23,97.932,,1.92977,
Q1,256,,BRAIN,BRAIN,0006-8950,"53,282",11.337,10.871,,11.931,2.566,265,10.2,7.2,0.067050,4.474,96.98,96.346,,8.18050,
Q1,257,,TRENDS IN GENETICS,TRENDS GENET,0168-9525,"12,530",11.333,11.174,,11.641,2.194,72,10.0,6.0,0.022030,5.225,0.00,98.023,,2.68849,
Q1,258,,Journal of Materials Chemistry A,J MATER CHEM A,2050-7488,"154,853",11.301,10.302,,10.694,2.322,"2,677",3.6,3.9,0.316110,2.000,93.76,91.814,,38.56611,
Q1,259,,Annual Review of Pharmacology and Toxicology,ANNU REV PHARMACOL,0362-1642,"7,812",11.250,11.150,,11.980,5.793,29,11.4,7.8,0.007970,4.298,0.00,98.895,,0.97316,
Q1,260,,NANO LETTERS,NANO LETT,1530-6984,"165,521",11.238,10.735,,12.727,1.897,"1,160",6.5,5.9,0.278940,3.827,99.31,89.991,,34.03103,
Q1,261,,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,1089-778X,"15,581",11.169,9.871,,14.033,2.474,76,11.5,8.7,0.011700,3.059,98.68,98.386,,1.42799,
Q1,262,,MEDICAL IMAGE ANALYSIS,MED IMAGE ANAL,1361-8415,"9,028",11.148,10.510,,8.647,1.204,147,5.1,5.3,0.017100,2.436,98.64,98.012,,2.08647,
Q1,263,,Annual Review of Genetics,ANNU REV GENET,0066-4197,"7,800",11.146,11.063,,12.295,0.500,22,10.8,7.6,0.009710,5.965,0.00,97.458,,1.18539,
Q1,264,,TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,1471-4914,"10,618",11.099,11.056,,12.503,2.216,74,7.0,5.7,0.018720,4.165,0.00,94.524,,2.28425,
Q1,265,,GENOME RESEARCH,GENOME RES,1088-9051,"41,755",11.093,10.802,,12.010,1.756,180,9.4,6.8,0.076940,7.028,100.00,96.365,,9.38703,
Q1,265,,Trends in Cancer,TRENDS CANCER,2405-8025,"2,351",11.093,10.975,,11.592,1.519,52,2.7,4.5,0.010140,4.099,0.00,94.877,,1.23757,
Q1,267,,SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,1044-579X,"8,310",11.090,10.862,,11.290,5.695,95,5.3,6.8,0.011730,2.618,24.21,94.467,,1.43193,
Q1,268,,IEEE Transactions on Cybernetics,IEEE T CYBERNETICS,2168-2267,"17,681",11.079,10.005,,10.090,4.887,373,2.9,6.6,0.052000,2.957,100.00,97.875,,6.34439,
Q1,269,,TRENDS IN FOOD SCIENCE & TECHNOLOGY,TRENDS FOOD SCI TECH,0924-2244,"18,701",11.077,10.501,,11.392,1.484,314,6.4,6.5,0.019230,2.031,8.28,99.640,,2.34627,
Q1,270,,MOLECULAR BIOLOGY AND EVOLUTION,MOL BIOL EVOL,0737-4038,"50,486",11.062,10.710,,13.401,1.514,222,8.1,8.3,0.084810,5.159,99.55,94.478,,10.34709,
Q1,271,,Journal of Hematology & Oncology,J HEMATOL ONCOL,****-****,"6,732",11.059,10.258,,8.474,2.030,133,3.0,4.7,0.015550,2.000,48.12,95.384,,1.89739,
Q1,272,,IEEE COMMUNICATIONS MAGAZINE,IEEE COMMUN MAG,0163-6804,"25,020",11.052,10.822,,11.682,1.146,212,4.8,3.3,0.052170,2.914,99.53,96.834,,6.36567,
Q1,273,,Annual Review of Microbiology,ANNU REV MICROBIOL,0066-4227,"10,132",11.000,10.934,,12.295,0.967,30,13.7,8.3,0.009490,5.409,0.00,93.704,,1.15828,
Q1,273,,DRUG RESISTANCE UPDATES,DRUG RESIST UPDATE,1368-7646,"3,165",11.000,10.455,,14.010,1.706,17,7.5,4.5,0.004220,3.448,0.00,97.963,,0.51525,
Q1,273,,Nature Reviews Urology,NAT REV UROL,1759-4812,"3,761",11.000,10.581,,9.402,2.395,43,4.7,6.4,0.008810,2.803,11.63,95.882,,1.07512,
Q1,276,,Annual Review of Organizational Psychology and Organizational Behavior,ANNU REV ORGAN PSYCH,2327-0608,"1,521",10.923,10.667,,14.676,1.222,18,4.4,11.5,0.007440,5.782,61.11,98.775,,0.90846,
Q1,277,,Annual Review of Nutrition,ANNU REV NUTR,0199-9885,"5,766",10.897,10.872,,12.198,0.714,14,14.2,6.8,0.005060,3.975,0.00,98.315,,0.61842,
Q1,278,,GENOME BIOLOGY,GENOME BIOL,1474-760X,"44,221",10.806,10.421,,19.041,1.524,252,6.6,5.4,0.133970,10.232,96.03,96.439,,16.34467,
Q1,279,,ENTREPRENEURSHIP THEORY AND PRACTICE,ENTREP THEORY PRACT,1042-2587,"11,864",10.750,10.500,,11.035,2.250,48,10.4,12.5,0.007710,2.693,100.00,99.013,,0.94171,
Q1,280,,BIOTECHNOLOGY ADVANCES,BIOTECHNOL ADV,0734-9750,"19,320",10.744,10.521,,13.597,2.955,110,7.2,6.9,0.019250,2.829,0.00,96.474,,2.34879,
Q1,281,,CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,1350-9047,"21,095",10.717,10.491,,9.597,3.856,188,7.3,7.3,0.029600,2.726,86.70,92.655,,3.61173,
Q1,282,,BIOLOGICAL REVIEWS,BIOL REV,1464-7931,"13,490",10.701,10.509,,11.297,3.429,105,8.7,11.1,0.019440,3.979,54.29,98.387,,2.37202,
Q1,283,,Genome Medicine,GENOME MED,1756-994X,"6,463",10.675,10.438,,10.637,1.714,70,3.8,4.5,0.026510,4.565,87.14,95.198,,3.23479,
Q1,284,,Laser & Photonics Reviews,LASER PHOTONICS REV,1863-8880,"7,354",10.655,10.394,,9.995,2.222,81,5.3,5.7,0.016260,3.126,85.19,92.202,,1.98404,
